,id,title,release_date,overview,popularity,vote_average,vote_count,poster_path,original_language,adult
2265,793998,Happening,2021-11-24,"France, 1963. Anne is a bright young student with a promising future ahead of her. But when she falls pregnant, she sees the opportunity to finish her studies and escape the constraints of her social background disappearing. With her final exams fast approaching and her belly growing, Anne resolves to act, even if she has to confront shame and pain, even if she must risk prison to do so.",12.431,7.2,386,/f2lTAmLYpWpd8JxtJrMXFFGV9gZ.jpg,fr,False
2266,465136,Every Day,2018-02-22,"16-year old Rhiannon falls in love with a mysterious spirit named “A” that inhabits a different body every day. Feeling an unmatched connection, Rhiannon and “A” work each day to find each other, not knowing what the next day will bring.",12.928,7.2,2172,/4UnME3icxSspwL0UoGZNSyyp7Xs.jpg,en,False
2267,399579,Alita: Battle Angel,2019-01-31,"When Alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by Ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past.",133.717,7.233,8884,/xRWht48C2V8XNfzvPehyClOvDni.jpg,en,False
2268,21641,The Damned United,2009-03-27,"Taking over Leeds United, Brian Clough's abrasive approach and his clear dislike of the players' dirty style of play make it certain there is going to be friction. Glimpses of his earlier career help explain both his hostility to previous manager Don Revie and how much he is missing right-hand man Peter Taylor.",25.421,7.233,612,/ftlbCma6QoRiZgiflVmLuPKHrkq.jpg,en,False
2269,2567,The Aviator,2004-12-17,"A biopic depicting the life of filmmaker and aviation pioneer Howard Hughes from 1927 to 1947, during which time he became a successful film producer and an aviation magnate, while simultaneously growing more unstable due to severe obsessive-compulsive disorder.",54.641,7.233,5174,/lx4kWcZc3o9PaNxlQpEJZM17XUI.jpg,en,False
2270,296098,Bridge of Spies,2015-10-15,"During the Cold War, the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison, Powers' only hope is New York lawyer James Donovan, recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin, hoping to win the young man's freedom through a prisoner exchange. If all goes well, the Russians would get Rudolf Abel, the convicted spy who Donovan defended in court.",30.331,7.232,6664,/fmOOjHAQzxr0c1sfcY4qkiSRBH6.jpg,en,False
2271,75258,Secret of the Wings,2012-08-17,Tinkerbell wanders into the forbidden Winter woods and meets Periwinkle. Together they learn the secret of their wings and try to unite the warm fairies and the winter fairies to help Pixie Hollow.,92.694,7.235,1184,/bnbzEKX9LgDuJ0VBGm5d60mKDaR.jpg,en,False
2272,512895,Lady and the Tramp,2019-11-12,"The love story between a pampered Cocker Spaniel named Lady and a streetwise mongrel named Tramp. Lady finds herself out on the street after her owners have a baby and is saved from a pack by Tramp, who tries to show her to live her life footloose and collar-free.",29.072,7.231,1507,/8wBEye516IKul9sW7JKGcFXVGfV.jpg,en,False
2273,436343,On Body and Soul,2017-03-02,"Two introverted people find out by pure chance that they share the same dream every night. They are puzzled, incredulous, a bit frightened. As they hesitantly accept this strange coincidence, they try to recreate in broad daylight what happens in their dream.",15.158,7.231,527,/uguWEoZelSSckxgiQctlkZ6gpfU.jpg,hu,False
2274,25846,Baaria,2009-09-24,"Giuseppe Tornatore traces three generations of a Sicilian family in in the Sicilian town of Bagheria (known as Baarìa in the local Sicilian dialect), from the 1930s to the 1980s, to tell the story of the loves, dreams and delusions of an unusual community.",14.983,7.231,626,/sRbZbmaAUKgQN8K0X5itaQZ8xBp.jpg,it,False
2275,13368,White Christmas,1954-10-14,Two talented song-and-dance men team up after the war to become one of the hottest acts in show business. In time they befriend and become romantically involved with the beautiful Haynes sisters who comprise a sister act.,26.344,7.231,483,/A5kBQsHKbIptxJyELEpHQJROCRj.jpg,en,False
2276,6537,The Orphanage,2007-05-20,"A woman brings her family back to her childhood home, which used to be an orphanage, intent on reopening it. Before long, her son starts to communicate with a new invisible friend.",31.447,7.231,2787,/vIpi1KtHLXUOfSVC2m6MqpjSPgL.jpg,es,False
2277,5590,Donkey Skin,1970-12-20,A fairy godmother helps a princess disguise herself so she won't have to marry her father.,27.853,7.231,483,/kSODEFNpTBCOJNHhsbwrwvH0Uvd.jpg,fr,False
2278,268,Batman,1989-06-21,"Batman must face his most ruthless nemesis when a deformed madman calling himself ""The Joker"" seizes control of Gotham's criminal underworld.",159.676,7.231,7581,/cij4dd21v2Rk2YtUQbV5kW69WB2.jpg,en,False
2279,393624,Official Secrets,2019-08-30,The true story of British intelligence whistleblower Katharine Gun who—prior to the 2003 Iraq invasion—leaked a top-secret NSA memo exposing a joint US-UK illegal spying operation against members of the UN Security Council. The memo proposed blackmailing member states into voting for war.,27.156,7.231,922,/lyCGqSkT3PqLYQXiWs4FCVJBAYW.jpg,en,False
2280,13283,Barbie as the Island Princess,2007-09-17,"Shipwrecked as a child, Rosella (Barbie) grows up on the island under the watchful eyes of her loving animal friends. The arrival of Prince Antonio leads Rosella and her furry pals to explore civilization and ultimately save the kingdom by uncovering a secret plot.",40.145,7.234,701,/jSQPruo2kPI4L2JUIlOwRNfgwbM.jpg,en,False
2281,12622,Violent Cop,1989-08-12,A detective breaks all rules of ethical conduct while investigating a colleague’s involvement in drug pushing and Yakuza activities.,27.523,7.2,366,/5tLNkaPeDgtcet3uzHvJEpWrOcb.jpg,ja,False
2282,9267,And Now for Something Completely Different,1971-09-28,A collection of Monty Python's Flying Circus skits from the first two seasons of their British TV series.,23.114,7.23,504,/ajbdFQLvJTlNu4LnVWGnNMb4mZ8.jpg,en,False
2283,5825,National Lampoon's Christmas Vacation,1989-11-30,"It's Christmastime, and the Griswolds are preparing for a family seasonal celebration. But things never run smoothly for Clark, his wife Ellen, and their two kids. Clark's continual bad luck is worsened by his obnoxious family guests, but he manages to keep going, knowing that his Christmas bonus is due soon.",37.421,7.2,2265,/nF0Ya225sdZr5ytdOPuhzxirbBm.jpg,en,False
2284,955555,The Roundup: No Way Out,2023-05-31,"Detective Ma Seok-do changes his affiliation from the Geumcheon Police Station to the Metropolitan Investigation Team, in order to eradicate Japanese gangsters who enter Korea to commit heinous crimes.",1120.764,7.226,301,/lW6IHrtaATxDKYVYoQGU5sh0OVm.jpg,ko,False
2285,297762,Wonder Woman,2017-05-30,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,388.247,7.227,19603,/imekS7f1OuHyUP2LAiTEM0zBzUz.jpg,en,False
2286,1818,Shoot the Piano Player,1960-11-25,"Charlie is a former classical pianist who has changed his name and now plays jazz in a grimy Paris bar. When Charlie's brothers, Richard and Chico, surface and ask for Charlie's help while on the run from gangsters they have scammed, he aids their escape. Soon Charlie and Lena, a waitress at the same bar, face trouble when the gangsters arrive, looking for his brothers.",14.573,7.2,391,/9hFy8LJshKYvW5vzguEhvgphIHJ.jpg,fr,False
2287,979,Irreversible,2002-05-22,A woman’s lover and her ex-boyfriend take justice into their own hands after she becomes the victim of a rapist. Because some acts can’t be undone. Because man is an animal. Because the desire for vengeance is a natural impulse. Because most crimes remain unpunished.,54.744,7.226,2775,/rxeDxo8FvZpLu6iplNpxdtAVnfu.jpg,fr,False
2288,227,The Outsiders,1983-03-25,"When two poor Greasers, Johnny and Ponyboy, are assaulted by a vicious gang, the Socs, and Johnny kills one of the attackers, tension begins to mount between the two rival gangs, setting off a turbulent chain of events.",65.461,7.2,1296,/iwbbE0xiOuflxE99gESWC2b5Ohc.jpg,en,False
2289,807196,Boiling Point,2021-07-05,A head chef balances multiple personal and professional crises at a popular restaurant in London.,24.985,7.2,499,/cnxcjiEohMHBVbtnocI6mAGYTWZ.jpg,en,False
2290,372519,The Ten Commandments: The Movie,2016-01-28,Follows Moses leading and conducting the Hebrew people from the slavery of Egypt to the freedom towards the Promised Land according to the Ancient Testament Bible book of the Exodus. The story told like never before is faithful to the Scriptures.,30.237,7.225,304,/yctfYDrHAPcJP54D2BCH9R5GTY2.jpg,pt,False
2291,33954,The Hawks and the Sparrows,1966-05-04,A man and his son take an allegorical stroll through life with a talking bird that spouts social and political philosophy.,13.37,7.225,326,/aQiV5CX94SDMGucAIZ8act7VdL1.jpg,it,False
2292,502425,Escape from Pretoria,2020-03-06,"South Africa, 1978. Tim Jenkin and Stephen Lee, two white political activists from the African National Congress imprisoned by the apartheid regime, put a plan in motion to escape from the infamous Pretoria Prison.",23.952,7.2,1249,/5vePsmbekQ1ysXS6f0lhzgCwvc4.jpg,en,False
2293,113082,Berserk: The Golden Age Arc I - The Egg of the King,2012-02-03,"Guts, an immensely strong sword-for-hire, has little direction in his life, simply fighting one battle after the next. However, this all changes suddenly when he meets and is bested by Griffith, a beautiful and charismatic young man who leads the Band of the Hawk mercenary army. After Guts joins the Band and the relationship between the two men begins to blossom, Casca, the tough, lone swordswoman in the Band of the Hawk, struggles to accept Guts and the influence he has on the world around her.  While the two men begin to fight together, Griffith continues to rise to power, all seemingly in order to reach his mysterious, prophesied goals. What lengths will Guts and Griffith go to in order to reach these goals, and where will fate take the two men?",81.845,7.2,462,/vES8WAzjowrMT8gwnoEaCioZXXk.jpg,ja,False
2294,823464,Godzilla x Kong: The New Empire,2024-03-27,"Following their explosive showdown, Godzilla and Kong must reunite against a colossal undiscovered threat hidden within our world, challenging their very existence – and our own.",1689.825,7.224,2867,/z1p34vh7dEOnLDmyCrlUVLuoDzd.jpg,en,False
2295,211387,Marvel One-Shot: Agent Carter,2013-09-03,"The film takes place one year after the events of Captain America: The First Avenger, in which Agent Carter, a member of the Strategic Scientific Reserve, is in search of the mysterious Zodiac.",13.012,7.226,729,/4vFKKWPvCVDJTOWiwReBfpAMScP.jpg,en,False
2296,11020,Picnic at Hanging Rock,1975-09-02,"In the early 1900s, Miranda attends a girls boarding school in Australia. One Valentine's Day, the school's typically strict headmistress treats the girls to a picnic field trip to an unusual but scenic volcanic formation called Hanging Rock. Despite rules against it, Miranda and several other girls venture off. It's not until the end of the day that the faculty realizes the girls and one of the teachers have disappeared mysteriously.",25.976,7.221,754,/7BAXwmFN4pZDNb9N6kzmAAwdssi.jpg,en,False
2297,10693,Peter Pan,1953-02-05,"Leaving the safety of their nursery behind, Wendy, Michael and John follow Peter Pan to a magical world where childhood lasts forever. But while in Neverland, the kids must face Captain Hook and foil his attempts to get rid of Peter for good.",100.664,7.223,5224,/fJJOs1iyrhKfZceANxoPxPwNGF1.jpg,en,False
2298,10086,Man Bites Dog,1992-08-20,"The activities of rampaging, indiscriminate serial killer Ben are recorded by a willingly complicit documentary team, who eventually become his accomplices and active participants. Ben provides casual commentary on the nature of his work and arbitrary musings on topics of interest to him, such as music or the conditions of low-income housing, and even goes so far as to introduce the documentary crew to his family. But their reckless indulgences soon get the better of them.",27.861,7.223,874,/wFjMK1QaH8an5JcgDEDoSReQ7aL.jpg,fr,False
2299,9576,Tootsie,1982-12-17,"When struggling, out of work actor Michael Dorsey secretly adopts a female alter ego - Dorothy Michaels - in order to land a part in a daytime drama, he unwittingly becomes a feminist icon and ends up in a romantic pickle.",57.863,7.222,1678,/x9cBsqf64j8e5a8PwThT3I6sHFK.jpg,en,False
2300,15196,Clue,1985-12-13,"Clue finds six colorful dinner guests gathered at the mansion of their host, Mr. Boddy -- who turns up dead after his secret is exposed: He was blackmailing all of them. With the killer among them, the guests and Boddy's chatty butler must suss out the culprit before the body count rises.",55.486,7.2,1637,/aRxbYOYHS8T73nzR8hsLousoplR.jpg,en,False
2301,9701,North Country,2005-02-12,"A fictionalized account of the first major successful sexual harassment case in the United States -- Jenson vs. Eveleth Mines, where a woman who endured a range of abuse while working as a miner filed and won the landmark 1984 lawsuit.",23.666,7.222,618,/upxUN4zmX79o49mBW9htKZDeNq7.jpg,en,False
2302,1538,Collateral,2004-08-04,Cab driver Max picks up a man who offers him $600 to drive him around. But the promise of easy money sours when Max realizes his fare is an assassin.,73.207,7.221,5396,/iOpi3ut5DhQIbrVVjlnmfy2U7dI.jpg,en,False
2303,799583,The Ministry of Ungentlemanly Warfare,2024-04-18,"During World War II, the British Army assigns a group of competent soldiers to carry out a mission against the Nazi forces behind enemy lines... A true story about a secret British WWII organization – the Special Operations Executive. Founded by Winston Churchill, their irregular warfare against the Germans helped to change the course of the war, and gave birth to modern black operations.",211.688,7.237,336,/8aF0iAKH9MJMYAZdi0Slg77RYa2.jpg,en,False
2304,474395,Teen Titans Go! To the Movies,2018-07-27,"All the major DC superheroes are starring in their own films, all but the Teen Titans, so Robin is determined to remedy this situation by getting over his role as a sidekick and becoming a movie star. Thus, with a few madcap ideas and an inspirational song in their hearts, the Teen Titans head to Hollywood to fulfill their dreams.",36.982,7.2,1079,/mFHihhE9hlvJEk2f1AqdLRaYHd6.jpg,en,False
2305,324849,The Lego Batman Movie,2017-02-08,"A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.",77.175,7.22,4849,/snGwr2gag4Fcgx2OGmH9otl6ofW.jpg,en,False
2306,204436,Jack and the Cuckoo-Clock Heart,2014-02-05,"In Scotland 1874, Jack is born on the coldest day ever. Because of the extreme cold, his heart stops beating. The responsible midwife in Edinburgh finds a way to save him by replacing his heart with a clock. So he lives and remains under the midwife's protective care. But he must not get angry or excited because that endangers his life by causing his clock to stop working. Worse than that, when he grows up, he has to face the fact he cannot fall in love because that too could stop his delicate heart.",17.223,7.22,690,/ZSrU2mvlzM5Jr30XtKCU1fziIj.jpg,fr,False
2307,1640,Crash,2005-05-06,"In post-Sept. 11 Los Angeles, tensions erupt when the lives of a Brentwood housewife, her district attorney husband, a Persian shopkeeper, two cops, a pair of carjackers and a Korean couple converge during a 36-hour period.",33.747,7.2,3368,/86BdPC6RDX88NC880pLidKn2LCj.jpg,en,False
2308,651881,Bye Bye Morons,2020-10-21,"When 43-year-old hairdresser Suze Trappet finds out that she's seriously ill, she decides to go looking for a child she was forced to abandon when she was only 15. On her madcap bureaucratic quest she crosses paths with JB, a 50-year-old man in the middle of a burnout, and Mr. Blin, a blind archivist prone to overenthusiasm. The unlikely trio set off on a hilarious and poignant helterskelter journey across the city in search of Suze's long-lost child.",13.412,7.219,811,/iEzAKYpwdfFprRV39B7GxJoz9LV.jpg,fr,False
2309,504,Monster,2003-12-24,"An emotionally scarred highway drifter shoots a sadistic trick who rapes her, and ultimately becomes America's first female serial killer.",38.409,7.219,2236,/aevmNtJCNG4ZlfEeEGZ79frMUes.jpg,en,False
2310,2576,The Diary of Anne Frank,1959-03-18,"The true, harrowing story of a young Jewish girl who, with her family and their friends, is forced into hiding in an attic in Nazi-occupied Amsterdam.",24.987,7.2,337,/bRTWj4PXAuVvruTPNMWssSmliFH.jpg,en,False
2311,1621,Trading Places,1983-06-07,A snobbish investor and a wily street con-artist find their positions reversed as part of a bet by two callous millionaires.,91.014,7.218,3150,/8mBuLCOcpWnmYtZc4aqtvDXslv6.jpg,en,False
2312,695,Short Cuts,1993-09-05,"Many loosely connected characters cross paths in this film, based on the stories of Raymond Carver. Waitress Doreen Piggot accidentally runs into a boy with her car. Soon after walking away, the child lapses into a coma. While at the hospital, the boy's grandfather tells his son, Howard, about his past affairs. Meanwhile, a baker starts harassing the family when they fail to pick up the boy's birthday cake.",24.114,7.218,563,/nAEBc3g9bHAcF9whKFMfIxHxVwn.jpg,en,False
2313,401104,To the Bone,2017-01-22,A young woman dealing with anorexia meets an unconventional doctor who challenges her to face her condition and embrace life.,19.912,7.217,3432,/pkdxhdB3dRUqazqoy9lzUvhayjc.jpg,en,False
2314,287495,Labyrinth of Lies,2014-11-06,A young prosecutor in postwar West Germany investigates a massive conspiracy to cover up the Nazi pasts of prominent public figures.,21.493,7.217,557,/lCnzlBatc1Rsciny0tRwxb9dnwL.jpg,de,False
2315,34433,Dragon Ball Z: Broly – The Legendary Super Saiyan,1993-03-06,"While the Saiyan Paragus persuades Vegeta to rule a new planet, King Kai alerts Goku of the South Galaxy's destruction by an unknown Super Saiyan.",88.722,7.217,866,/6iO8TJCyLI4BiPYOvdwzPV2bhoV.jpg,ja,False
2316,28043,Black Sabbath,1963-08-17,"Three short tales of supernatural horror. In “The Telephone,” a woman is plagued by threatening phone calls. In ""The Wurdalak,” a family is preyed upon by vampiric monsters. In “The Drop of Water,” a deceased medium wreaks havoc on the living.",14.112,7.2,391,/vrMcn6CKrLjWAtHHMFL7cj8A5au.jpg,it,False
2317,923939,The Wonderful Story of Henry Sugar,2023-09-20,A rich man learns about a guru who can see without using his eyes. He sets out to master the skill in order to cheat at gambling.,64.851,7.2,868,/fDUywEHwHh6nsLnVXAdPN9m4ZUG.jpg,en,False
2318,338189,It's Only the End of the World,2016-08-26,"Louis, a terminally ill writer, returns home after a long absence to tell his family that he is dying.",24.483,7.216,1576,/zD9TQOqZrgTjI7XfHPNjNSki7C0.jpg,fr,False
2319,129112,Wadjda,2012-08-31,An enterprising Saudi girl signs on for her school's Quran recitation competition as a way to raise the remaining funds she needs in order to buy the green bicycle that has captured her interest.,15.403,7.216,470,/w4iCIZ1kWSOCt0yELjfUMNAToUF.jpg,ar,False
2320,10518,Marathon Man,1976-10-08,"A graduate student and obsessive runner in New York is drawn into a mysterious plot involving his brother, a member of the secretive Division.",30.68,7.2,1025,/uPNgubSiri2yvBQRPtP77ViYjN.jpg,en,False
2321,436,Maria Full of Grace,2004-01-18,A pregnant Colombian teenager becomes a drug mule to make some desperately needed money for her family.,20.478,7.216,370,/30CImATfvHWLXy6a3KmHXnYXB6c.jpg,es,False
2322,187022,A Touch of Sin,2013-10-04,Four independent stories set in modern China about random acts of violence.,20.404,7.215,317,/6I6XVBrUYBWPDPMdk647VvTSNqx.jpg,zh,False
2323,16907,Naruto the Movie: Ninja Clash in the Land of Snow,2004-08-21,"Naruto is thrilled when he is sent on a mission to protect his favorite actress, Yukie Fujikaze, on the set of her new movie, The Adventures of Princess Gale. But when the crew ventures out to film in the icy, foreboding Land of Snow, Yukie mysteriously flees! Naruto and his squad set off to find her... unaware that three Snow Ninja lie in wait, with a sinister purpose that will force Yukie to face her hidden past!",43.463,7.215,493,/eUNRUeSNzm8LktH4HRaYiAReB6R.jpg,ja,False
2324,6978,Big Trouble in Little China,1986-05-30,"Jack Burton, a tough-talking truck driver, goes into a supernatural tailspin when his best friend's fiancée is kidnapped.",39.469,7.215,2870,/gI2Qs1yTTj3NcESJyttCkbmJ4k9.jpg,en,False
2325,170,28 Days Later,2002-10-31,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.",64.66,7.215,6467,/sQckQRt17VaWbo39GIu0TMOiszq.jpg,en,False
2326,581734,Nomadland,2021-01-29,"A woman in her sixties embarks on a journey through the western United States after losing everything in the Great Recession, living as a van-dwelling modern-day nomad.",28.079,7.213,2884,/k5XzjWihzum1YgLMlqRDRZDmVMn.jpg,en,False
2327,446696,Life Itself,2018-09-21,"As a young New York couple goes from college romance to marriage and the birth of their first child, the unexpected twists of their journey create reverberations that echo over continents and through lifetimes.",22.964,7.2,530,/pE2hxC8bPbIi9tGyhFg5xiFW6dA.jpg,en,False
2328,10772,Django,1966-04-06,A coffin-dragging gunslinger and a prostitute become embroiled in a bitter feud between a merciless masked clan and a band of Mexican revolutionaries.,51.197,7.213,870,/2UScuuLT2yEAMeAIqMNEppMmnib.jpg,it,False
2329,9013,Midnight Run,1988-07-20,"A bounty hunter pursues a former Mafia accountant who embezzled $15 million of mob money. He is also being chased by a rival bounty hunter, the F.B.I., and his old mob boss after jumping bail.",23.827,7.213,1044,/jN12RYBxWSoK6bfuD5GMjNBTdQG.jpg,en,False
2330,1254,"Don't Worry, I'm Fine",2006-09-06,"A 19-year-old searches for her twin brother after he runs away from home, following a fight with their father.",18.684,7.213,555,/yD6skMZZq0Rgn2NhI9dk4B2Dipu.jpg,fr,False
2331,251,Ghost,1990-07-13,"Even though Sam Wheat, the successful investment counsellor, still finds it difficult to express his deeper feelings for her after all these years, his young potter girlfriend, Molly Jensen, is the love of his life. However, a curious case of a systematic discrepancy will prepare the ground for a hideous urban homicide in one of Manhattan's dark alleys, trapping, seemingly forever, the unfortunate deceased's immortal soul in the realm of the mortals. With the condemned spirit unable to interact with the physical world--and as Molly's life, too, is in grave danger--Sam will have to turn to the spiritual medium, Oda Mae Brown, to warn and protect her. Can Oda and the ghost settle the unfinished business in time?",128.677,7.213,5378,/w9RaPHov8oM5cnzeE27isnFMsvS.jpg,en,False
2332,571785,Time to Hunt,2020-02-22,"Four young men want to leave their dystopian world behind and go to a distant paradise to execute a money robbery, a daring act that will have unexpected consequences.",19.274,7.2,306,/bkuuvDoPkOJpg0ZDzHkUWt8ZG5A.jpg,ko,False
2333,560050,Over the Moon,2020-10-16,"Fueled by memories of her mother, resourceful Fei Fei builds a rocket to the moon on a mission to prove the existence of a legendary moon goddess.",48.128,7.212,1260,/lG0TF0wj1n9p9CPy5xlIUIkF56a.jpg,en,False
2334,364689,Ferdinand,2017-12-09,"Ferdinand, a little bull, prefers sitting quietly under a cork tree just smelling the flowers versus jumping around, snorting, and butting heads with other bulls. As Ferdinand grows big and strong, his temperament remains mellow, but one day five men come to choose the ""biggest, fastest, roughest bull"" for the bullfights in Madrid and Ferdinand is mistakenly chosen.  Based on the classic 1936 children's book by Munro Leaf.",56.041,7.216,2752,/rMm94JsRfcOPiPVsTRcBiiVBOhz.jpg,en,False
2335,44874,Barbie: A Fashion Fairytale,2010-09-14,"Join Barbie in a colourful, modern-day fairytale filled with fashion, friends and fun! Barbie and her dog Sequin jet off to visit her Aunt's amazing fashion house in Paris, and much to her surprise it's about to be shut down forever. After she discovers three enchanting Flairies with sparkle-magic powers, Barbie comes up with a brilliant idea to save the business. She even inspires Alice, a shy fashion designer, and together they create a dazzling runway fashion show. Barbie shows that magic happens when you believe in yourself.",64.533,7.216,741,/bFnf8f8DXdCANQ7Y62djgubhh4P.jpg,en,False
2336,5902,A Bridge Too Far,1977-06-15,The story of Operation Market Garden—a failed attempt by the allies in the latter stages of WWII to end the war quickly by securing three bridges in Holland allowing access over the Rhine into Germany. A combination of poor allied intelligence and the presence of two crack German panzer divisions meant that the final part of this operation (the bridge in Arnhem over the Rhine) was doomed to failure.,28.573,7.212,785,/lszOk3Xmh7qpLaM9J4K9E6ADLk1.jpg,en,False
2337,298115,Dragons: Dawn of the Dragon Racers,2014-11-01,A hunt for a lost sheep turns into a competition between Hiccup and friends as they compete to become the first Dragon Racing champion of Berk.,37.912,7.22,328,/sgOXOQyPIjeMi1bnWu1r0CzLsZD.jpg,en,False
2338,23168,The Town,2010-09-15,"Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager, he takes on the role of monitoring her – but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case.",128.314,7.211,4870,/3efvQI5bC4yZAGlGklNUR6ogi39.jpg,en,False
2339,10705,Henry V,1989-10-05,Gritty adaption of William Shakespeare's play about the English King's bloody conquest of France.,34.182,7.21,354,/w9R2HsYNnfF3m9uEo2UAmPNJr8a.jpg,en,False
2340,10528,Sherlock Holmes,2009-12-23,Eccentric consulting detective Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.,65.567,7.212,13633,/momkKuWburNTqKBF6ez7rvhYVhE.jpg,en,False
2341,3543,Bagdad Cafe,1987-11-12,"A German woman named Jasmin stumbles upon a dilapidated motel/diner in the middle of nowhere. Her unusual appearance and demeanor are at first suspicious to Brenda, the exasperated owner who has difficulty making ends meet. But when an unlikely magic sparks between the two women, this lonely desert outpost is transformed into a thriving and popular oasis.",13.768,7.211,365,/isfygkd3iWVVwE44yM8Hdb4sxrO.jpg,de,False
2342,374671,After the Storm,2016-05-21,"Ryota is an unpopular writer although he won a literary award 15 years ago. Now, Ryota works as a private detective. He is divorced from his ex-wife Kyoko and he has an 11-year-old son Shingo. His mother Yoshiko lives alone at her apartment. One day, Ryota, his ex-wife Kyoko, and son Shingo gather at Yoshiko's apartment. A typhoon passes and the family must stay there all night long.",13.588,7.21,317,/oScZQ3ZVvnVtgZpuFW75msSVmHC.jpg,ja,False
2343,16136,Juice,1992-01-17,"Four Harlem friends -- Bishop, Q, Steel and Raheem -- dabble in petty crime, but they decide to go big by knocking off a convenience store. Bishop, the magnetic leader of the group, has the gun. But Q has different aspirations. He wants to be a DJ and happens to have a gig the night of the robbery. Unfortunately for him, Bishop isn't willing to take no for answer in a game where everything's for keeps.",26.643,7.2,376,/eusLecGl3Vt6EwomzIPXS0MTbSh.jpg,en,False
2344,10452,Queen Margot,1994-05-13,"Paris, Kingdom of France, August 18, 1572. To avoid the outbreak of a religious war, the Catholic princess Marguerite de Valois, sister of the feeble King Charles IX, marries the Huguenot King Henry III of Navarre.",32.854,7.2,353,/8uGkhBLiJMIkwohGPo3iB9AuwDg.jpg,fr,False
2345,5176,3:10 to Yuma,2007-09-06,"In Arizona in the late 1800s, infamous outlaw Ben Wade and his vicious gang of thieves and murderers have plagued the Southern Railroad. When Wade is captured, Civil War veteran Dan Evans, struggling to survive on his drought-plagued ranch, volunteers to deliver him alive to the ""3:10 to Yuma"", a train that will take the killer to trial.",28.68,7.21,3462,/voMB69AsLnPNmtfbrBl0lbeFKDH.jpg,en,False
2346,1278,The Dreamers,2003-09-01,"When Isabelle and Theo invite Matthew to stay with them, what begins as a casual friendship ripens into a sensual voyage of discovery and desire in which nothing is off limits and everything is possible.",57.712,7.21,2772,/gBb7GGaFYPu7nEUYvC8G4LaJJN1.jpg,en,False
2347,257211,The Intern,2015-09-23,"70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",45.231,7.209,6495,/9UoAC9tu8kIyRy8AcJnGhnH0gOH.jpg,en,False
2348,4588,"Lust, Caution",2007-09-24,"During World War II, a secret agent must seduce then assassinate an official who works for the Japanese puppet government in Shanghai. Her mission becomes clouded when she finds herself falling in love with the man she is assigned to kill.",53.65,7.2,667,/6c1tqfJEBuIyhQC19SLlLQAUAvJ.jpg,zh,False
2349,785539,Resort to Love,2021-07-29,Aspiring pop star Erica ends up as the entertainment at her ex-fiancé’s wedding after reluctantly taking a gig at a luxurious island resort while in the wake of a music career meltdown.,17.755,7.208,396,/7w4gX4zRlONqThjhmjdxw93FAXt.jpg,en,False
2350,499932,The Devil All the Time,2020-09-11,"In Knockemstiff, Ohio and its neighboring backwoods, sinister characters converge around young Arvin Russell as he fights the evil forces that threaten him and his family.",45.2,7.208,3223,/v3wGDRhnik4HSuaMzATkgaqDJLS.jpg,en,False
2351,38684,Jane Eyre,2011-03-11,"After a bleak childhood, Jane Eyre goes out into the world to become a governess. As she lives happily in her new position at Thornfield Hall, she meet the dark, cold, and abrupt master of the house, Mr. Rochester. Jane and her employer grow close in friendship and she soon finds herself falling in love with him. Happiness seems to have found Jane at last, but could Mr. Rochester's terrible secret be about to destroy it forever?",26.725,7.208,1415,/o5mTxitBJNy5QtPKLFhuSB6GkzG.jpg,en,False
2352,10625,Mean Girls,2004-04-30,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",95.463,7.2,8491,/fXm3YKXAEjx7d2tIWDg9TfRZtsU.jpg,en,False
2353,1878,Fear and Loathing in Las Vegas,1998-05-19,"Raoul Duke and his attorney Dr. Gonzo drive a red convertible across the Mojave desert to Las Vegas with a suitcase full of drugs to cover a motorcycle race. As their consumption of drugs increases at an alarming rate, the stoned duo trash their hotel room and fear legal repercussions. Duke begins to drive back to L.A., but after an odd run-in with a cop, he returns to Sin City and continues his wild drug binge.",34.901,7.208,4458,/tisNLcMkxryU2zxhi0PiyDFqhm0.jpg,en,False
