,id,title,release_date,overview,popularity,vote_average,vote_count,poster_path,original_language,adult
9161,24476,Beethoven's 3rd,2000-09-07,"Everyone's favorite St. Bernard returns in this family film about man's best friend. Richard Newton, his wife Beth and kids Brennan and Sara shove off in their camper for a road trip. Along the way, they gain a new passenger: slobbery Beethoven. The Newtons plan to return Beethoven to his owner -- but not before he turns hero when a pair of thieves enter the picture.",24.636,5.115,340,/1se0w1IwJj7APH94qwbnmgnHjI.jpg,en,False
9162,492336,Deep Blue Sea 2,2018-04-17,"When shark conservationist Dr. Misty Calhoun is invited to consult on a top-secret project run by pharmaceutical billionaire Carl Durant, she is shocked to learn that the company is using unpredictable and highly aggressive bull sharks as its test subjects, which soon break loose and cause havoc.",39.423,5.1,509,/xqjAHXMJLORx9vVsCTJ6ZPJcr3D.jpg,en,False
9163,301608,The Trust,2016-04-29,A pair of cops investigating a drug invasion stumble upon a mysterious bank vault.,16.593,5.114,460,/q0bjJiN7CzW0qbNajGPYIRF83qr.jpg,en,False
9164,980078,Winnie the Pooh: Blood and Honey,2023-01-27,"Christopher Robin is headed off to college and he has abandoned his old friends, Pooh and Piglet, which then leads to the duo embracing their inner monsters.",81.112,5.111,1237,/wtFwgFFk1ze789ghcadWGEVjj3N.jpg,en,False
9165,302349,Iron Sky: The Coming Race,2019-01-25,"29 years after the events of Iron Sky, the former Nazi Moonbase has become the last refuge of mankind. Earth was devastated by a nuclear war, but buried deep under the wasteland lies a power that could save the last of humanity - or destroy it once and for all. An old enemy leads our heroes on an adventure into the Hollow Earth. To save humanity, they must battle the Vril, an ancient shapeshifting reptilian race, and their army of dinosaurs.",30.79,5.111,371,/l5t2Nf1F7iQUKTrODg93xmQzZLj.jpg,en,False
9166,354979,Dog Eat Dog,2016-11-04,"Carved from a lifetime of experience that runs the gamut from incarceration to liberation, Dog Eat Dog is the story of three men who are all out of prison and now have the task of adapting themselves to civilian life.",24.021,5.106,336,/2oWwyYAu3JZSXXaU7rrbz27hPLn.jpg,en,False
9167,2486,Eragon,2006-12-14,"In his homeland of Alagaesia, a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realized he's the one person who can defend his home against an evil king.",55.047,5.104,3172,/mNu6QLUnKqPIjRA3pgEb5dkJye6.jpg,en,False
9168,99770,Asterix & Obelix: God Save Britannia,2012-10-17,Asterix crosses the channel to help second-cousin Anticlimax face down Julius Caesar and invading Romans.,26.155,5.1,1260,/rbdGCkvLPxuSvfVwHDK4PmOqmIm.jpg,fr,False
9169,8998,Friends with Money,2006-04-07,"As she reaches her mid-thirties and quits her lucrative job, singleton Olivia finds herself unsure about her future and her relationships with her successful and wealthy friends. She begins to envy the security of her richer friends and, although their lives may seem easier, Olivia's friends have their problems too: screenwriters Christine and Patrick are unable to collaborate on their latest project, Jane and Aaron have lost the romance in their relationship, and Franny and Matt have difficulties handling the demands of parenthood.",14.759,5.1,561,/hJmfZ1b6ZzT4bORo4f2FyWbkgAx.jpg,en,False
9170,4474,My Super Ex-Girlfriend,2006-07-20,"When New York architect Matt Saunders dumps his new girlfriend Jenny Johnson - a smart, sexy and reluctant superhero known as G-Girl - she uses her powers to make his life a living hell!",32.295,5.1,1386,/vs4jcY5NQA24zFGihY2EiqEA5hI.jpg,en,False
9171,27902,Love Wrecked,2005-11-01,"18-year-old Jenny Taylor is ecstatic when she finds out that her favorite rock star, Jason Masters, is a guest at the tropical resort where she is working for the summer. When they are both thrown overboard during a Caribbean cruise, she saves his life and they find themselves stranded on a remote beach. Deliriously in love with the idea of time alone with him, she manages to hide the fact that they're a stone's throw away from their resort.",22.243,5.1,483,/raMhrOU9yna7hiVjuk0zAI2y6Yv.jpg,en,False
9172,293771,Dead Rising: Watchtower,2015-03-27,A group of people fight to survive in a zombie infested town.,19.468,5.092,336,/95gMn5GwR6rPHmmHfDyEs0pO2U7.jpg,en,False
9173,430354,Bushwick,2017-08-25,"When an unknown military force invades Bushwick, a Brooklyn neighborhood, young student Lucy and war veteran Stupe must rely on each other to escape and survive.",21.618,5.1,448,/9fGjmzxdiKWsrlY3syrm2aXeTq7.jpg,en,False
9174,289720,Outcast,2014-09-26,"A mysterious warrior teams up with the daughter and son of a deposed Chinese Emperor to defeat their cruel brother, who seeks their deaths.",29.144,5.1,451,/efsgCTlofzIuysfokEp7hwQnUho.jpg,en,False
9175,586333,Who Would You Take to a Deserted Island?,2019-03-22,"On their last night together, four longtime flatmates' lives are suddenly upended when a secret is revealed during the course of an evening celebration.",12.109,5.1,368,/19yUi8HkQbyKLjdt9ab2U9ZUFmk.jpg,es,False
9176,407451,A Wrinkle in Time,2018-03-08,"After the disappearance of her scientist father, three peculiar beings send Meg, her brother, and her friend to space in order to find him.",46.847,5.088,1759,/yAcb58vipewa1BfNit2RjE6boXA.jpg,en,False
9177,23685,Monkeybone,2001-02-23,"After a car crash sends repressed cartoonist Stu into a coma, he and the mischievous Monkeybone, his hilarious alter-ego, wake up in a wacked-out waystation for lost souls. When Monkeybone takes over Stu's body and escapes to wreak havoc on the real world, Stu has to find a way to stop him before his sister pulls the plug on reality forever!",22.411,5.1,313,/lgH7Wej9922C1MQv0wciAfesKH8.jpg,en,False
9178,441614,Loving,2017-04-21,"Laura and Carlos love each other as if every day was the last, and perhaps that first love intensity is what will tear them apart a year later.",2.118,5.1,499,/6uOMVZ6oG00xjq0KQiExRBw2s3P.jpg,es,False
9179,346651,Pandemic,2016-02-26,"After a virus of epic proportions overwhelms the planet—with more infected than uninfected—humanity is losing its grip on survival and its only hope is finding a cure and keeping the infected contained. Lauren, a doctor, arrives in Los Angeles with her crack team to lead the hunt for uncontaminated civilian survivors, but nothing can prepare them for the blood-soaked mayhem they witness as they head into the Californian streets where everything is considered a trap.",18.41,5.084,338,/m0OCqNmVudMtbGlv4iTcyYrbp9m.jpg,en,False
9180,151368,Open Windows,2014-07-04,"Nick is excited to discover he's won a dinner date with his favorite actress, Jill Goddard. But when Jill refuses to honor the contest, he receives an offer he can't refuse: the ability to view Jill secretly via computer. Nick begins watching the unknowing star on her webcam, not realizing that this decision will put himself and Jill at risk as they enter a terrifying world of cat-and-mouse.",23.321,5.084,429,/6BWNf7pztCW8Xax0OS5fc2QG7xw.jpg,en,False
9181,193612,The Quiet Ones,2014-04-01,A professor and his students perform a dangerous experiment that causes a young woman to lose her sanity.,12.314,5.1,624,/icMhj5NKKm5Uw0RcMzR9NYSROE.jpg,en,False
9182,42437,Natale a Rio,2008-12-19,"Fabio is in love with his colleague Linda, but she has never even seen him until he's mistaken for her boyfriend. Paolo and Mario leave for a luxurious vacation in Rio de Janeiro for Christmas, without knowing that their sons have booked a trip for the same low-cost destination and, for a problem of homonymy between fathers and sons, the two holidays are exchanged.",6.08,5.1,444,/b77Mv9O2Nw1ZAxm2uX0LeAPogmX.jpg,it,False
9183,71670,Hostel: Part III,2011-12-22,"Set in Las Vegas, the film centers on a man who attends his best friend's bachelor party, unaware of an insidious agenda that plays into hunting humans.",24.381,5.074,1136,/ieO49ludO6DxRVV8u1LKMjtrDLN.jpg,en,False
9184,43554,Paparazzi,1998-12-18,A  montley group of free-lance photographers are desperate to grab a good shot of a celebrity.,11.559,5.1,318,/in8v1bGSrF8K3UUw00wb0h2dYiZ.jpg,it,False
9185,9682,Pulse,2006-08-11,"When the dead discover a means to contact the living through electronic devices, cellphones and computers become open gateways to monstrosities and destruction.",19.442,5.1,492,/tmcSKby8AARIFCGFJRqcHAcaYRt.jpg,en,False
9186,75736,Catch.44,2011-12-08,"The lives of three female assassins take a sudden turn when their charming boss lures them into one last job. They soon find themselves thrust into a bizarre situation involving a psychotic hit man, a grizzled trucker and a delusional line cook.",22.819,5.062,331,/mbDQA2a3H9CbEHr7bDkaqxAGDO1.jpg,en,False
9187,10685,The Watcher,2000-09-08,"FBI agent Joel Campbell, burnt-out and shell-shocked after years spent chasing serial killers, flees L.A. to begin a new life for himself in Chicago. But five months later, Joel's best laid plans are abruptly cut short when his new hometown becomes the setting for some particularly gruesome murders--murders that could only have been committed by one man: David Allen Griffin. One of Joel's most elusive and cunning nemeses, Griffin has followed his former pursuer to Chicago in order to play a sadistic game of cat and mouse. Taunting Joel with photographs of his intended victims and leaving his crime scenes meticulously free of clues in order to keep the police at bay, Griffin derives as much pleasure out of watching Joel react to every movement as watching his victims die. But when Griffin moves into Joel's inner circle, Joel must quickly find some way to stop him before someone close to him becomes the next one to die.",25.925,5.058,478,/hsMvndtd3KPAvJ3q7zKZuNSB1R3.jpg,en,False
9188,325358,Superfast!,2015-03-05,"Undercover cop Lucas White joins Vin Serento's gang of illegal street racers. They are fast and they are furious and they plan to double cross Los Angeles kingpin Juan Carlos de la Sol, who hides his cash in a downtown Taco Bell.",61.722,5.057,423,/iuIWl90qCpoxv6g775JB6Kg0m86.jpg,en,False
9189,12702,Critters 3,1991-12-11,"As fanged, furious furballs viciously invade an L.A. apartment building and sink their teeth into the low-rent tenants, Josh leads the battle to beat back the conniving critters and save the planet.",35.315,5.057,357,/frjklbq23pRgBjhekEq6drQkrZm.jpg,en,False
9190,9722,Bewitched,2005-06-21,"Thinking he can overshadow an unknown actress in the part, an egocentric actor unknowingly gets a witch cast in an upcoming television remake of the classic show ""Bewitched"".",25.542,5.1,1500,/bQqHksFAeUdozGGABxHJt3YVIyA.jpg,en,False
9191,12158,Vampire in Brooklyn,1995-10-26,"Detective Rita Veder is assigned to a baffling serial murder case. After examining the crime scene — a corpse-filled ship found adrift at sea — she meets Maximilian, a smooth-talking Caribbean playboy determined to romance her.",15.57,5.053,562,/fodPA5x3REtOwColG17CucreZqM.jpg,en,False
9192,3093,Basic Instinct 2,2006-03-29,"Novelist Catherine Tramell is once again in trouble with the law, and Scotland Yard appoints psychiatrist Dr. Michael Glass to evaluate her. Though, like Detective Nick Curran before him, Glass is entranced by Tramell and lured into a seductive game.",43.324,5.053,739,/2cyAr10tG9p9mUEc7BA98RsetCp.jpg,en,False
9193,77941,The Usual Idiots: The Movie,2011-11-04,"A movie based on the italian sitcom ""I Soliti Idioti"".",14.846,5.051,366,/bHlUku0S8WKJdQxDnUj8aAXsMbv.jpg,it,False
9194,246320,The Three Brothers: The Return,2014-02-12,"Three brothers are reunited on the occasion of the death of his mother. The three are in a difficult stage of their lives due to economic difficulties: Bernard is a failed actor, Didier pretends to be a professor of philosophy when, in fact, is selling sex toys and Pascal lives off a rich sexagenarian. Accompanied by Sara, the teenage daughter of Bernard, they live surprising encounters while new problems appear.",13.776,5.045,421,/v5bjUXo1FHLZQO6nfwWcoc9D6lW.jpg,fr,False
9195,146227,Getaway,2013-08-29,"Former race car driver Brent Magna is pitted against the clock. Desperately trying to save the life of his kidnapped wife, Brent commandeers a custom Ford Shelby GT500 Super Snake, taking it and its unwitting owner on a high-speed race against time, at the command of the mysterious villain holding his wife hostage.",16.496,5.0,606,/z4sEWm1ykf9WX5WJU4XMD4oI5sI.jpg,en,False
9196,205724,Welcome to the Jungle,2013-04-27,A company retreat on a tropical island goes terribly awry.,16.78,5.043,406,/wRHaPGBBmQhUVgYofPoaqTEdUWq.jpg,en,False
9197,74536,The Son of No One,2011-11-04,A rookie cop is assigned to the 118 Precinct in the same district where he grew up. The Precinct Captain starts receiving letters about two unsolved murders that happened many years ago in the housing projects when the rookie cop was just a kid. These letters bring back bad memories and old secrets that begin to threaten his career and break up his family.,19.545,5.043,301,/koxJAJTPTKzMxKu3vVhPvoZc4w6.jpg,en,False
9198,5393,Happily N'Ever After,2007-01-05,"An alliance of evil-doers, led by Frieda, looks to take over Fairy Tale Land. But when Ella realizes her stepmother is out to ruin her storybook existence, she takes a dramatic turn and blossoms into the leader of the resistance effort.",30.257,5.043,411,/gOOlHRhdEoJbPNE1jpocNawjnc5.jpg,en,False
9199,89691,ATM,2012-02-17,"After leaving their company Christmas Party together, David Hargrove and Emily Brandt’s impromptu first date takes an unexpected turn when their coworker, Corey, asks them to make a late-night stop at an ATM.  What should be a routine transaction turns into a desperate struggle for survival when an unknown man appears outside the vestibule.  With the wintry temperatures dipping below freezing, and the morning sunrise still hours away, they have no choice but to play the man’s deadly game of cat-and-mouse.",8.671,5.042,584,/kTfxloA4zUrL2jCII0IEGaivIwh.jpg,en,False
9200,9947,Elektra,2005-01-13,"Elektra the warrior survives a near-death experience, becomes an assassin-for-hire, and tries to protect her two latest targets, a single father and his young daughter, from a group of supernatural assassins.",46.634,5.0,2340,/9Azi1GBNj3gPPwmQWAMcATg7JOl.jpg,en,False
9201,13257,Mr. Woodcock,2007-09-14,"Taken aback by his mother's wedding announcement, a young man returns home in an effort to stop her from marrying his old high school gym teacher, a man who made high school hell for generations of students.",22.009,5.0,422,/tNOovj6N2C5scr0KgND0aKT2kkd.jpg,en,False
9202,8617,Prom Night,2008-04-10,"Donna's senior prom is supposed to be the best night of her life, though a sadistic killer from her past has different plans for her and her friends.",28.584,5.0,698,/pKSeyN02R5khphImEIpAdBjQgEP.jpg,en,False
9203,123229,Porn in the Hood,2012-07-11,3 childhood friends who have never left their hometown in the suburb try to get into porn as a way of earning easy money.,13.365,5.04,341,/cUW7NUzXJbvsZyM0LAAo5ftgov6.jpg,fr,False
9204,13972,The Women,2008-09-12,"The story centers on a group of gossipy, high-society women who spend their days at the beauty salon and haunting fashion shows. The sweet, happily-wedded Mary Haines finds her marriage in trouble when shop girl Crystal Allen gets her hooks into Mary's man.",23.941,5.0,326,/iFQrK0NHA4OMAvzyJVW4DA0kAFz.jpg,en,False
9205,429467,The Lodgers,2017-10-05,"1920, rural Ireland. Anglo-Irish twins Rachel and Edward share a strange existence in their crumbling family estate. Each night, the property becomes the domain of a sinister presence (The Lodgers) which enforces three rules upon the twins: they must be in bed by midnight; they may not permit an outsider past the threshold; and if one attempts to escape, the life of the other is placed in jeopardy. When troubled war veteran Sean returns to the nearby village, he is immediately drawn to the mysterious Rachel, who in turn begins to break the rules set out by The Lodgers. The consequences pull Rachel into a deadly confrontation with her brother - and with the curse that haunts them.",15.968,5.0,471,/qoqFM6t9wlBITWKRogJUompoClh.jpg,en,False
9206,354556,Guardians,2017-02-14,"During the Cold War, an organization called ""Patriot"" created a super-hero squad, which includes members of multiple soviet republics. For years, the heroes had to hide their identities, but in hard times they must show themselves again.",27.921,5.0,748,/qQB4RKFeUMqLBiMdwMbpgdePBeO.jpg,ru,False
9207,11679,xXx: State of the Union,2005-04-27,Darius Stone's criminal record and extreme sports obsession make him the perfect candidate to be the newest XXX agent. He must save the U.S. government from a deadly conspiracy led by five-star general and Secretary of Defense George Deckert.,47.333,5.036,1782,/jFDsnFmlZaYyRL2uN8ZrMfZoeCe.jpg,en,False
9208,2830,My Boss's Daughter,2003-08-21,"When a young man agrees to housesit for his boss, he thinks it'll be the perfect opportunity to get close to the woman he desperately has a crush on – his boss's daughter. But he doesn't plan on the long line of other houseguests that try to keep him from his mission. And he also has to deal with the daughter's older brother, who's on the run from local drug dealers.",17.265,5.0,666,/eZsFXr3m0shC5HH7SRlZouiuQVH.jpg,en,False
9209,10032,Van Wilder 2: The Rise of Taj,2006-12-01,"Taj Mahal Badalandabad leaves Coolidge College behind for the halls of Camford University in England, where he looks to continue his education, and teach an uptight student how to make the most out of her academic career.",17.517,5.027,388,/irk5J6IPY4YV4WKrzhwNap8WESn.jpg,en,False
9210,385448,The Little Mermaid,2018-08-02,A young reporter and his niece discover a beautiful and enchanting creature they believe to be the real little mermaid.,38.669,5.0,827,/7Ax9O1wlFL0Cjl8YLwuXDGthovf.jpg,en,False
9211,308529,Kickboxer: Vengeance,2016-07-14,"Eric and Kurt Sloane are the descendants of a well-known Venice, California-based family of martial artists. Kurt has always been in older brother, Eric's shadow, as he lacks the instincts needed to become a champion. Against Kurt's concerns, Eric accepts a paid offer and travels to Thailand to challenge the Muay Thai champion Tong Po and fails with dire consequences. Kurt sets out for revenge. He trains with his brother's mentor, Master Durand, for a Muay Thai fight against the merciless champion, Tong Po. Durand first thinks Kurt is impossible to train, but through a series of spiritual exercises and tests, Durand discovers that Kurt has a deeper strength that will carry him through his final showdown with Tong Po.",17.457,5.02,392,/9suFyXDE1MhZ8I8tuhmTd0fJ7G8.jpg,en,False
9212,523638,Prisoners of the Ghostland,2021-08-31,"In the treacherous frontier city of Samurai Town, a ruthless bank robber is sprung from jail by wealthy warlord The Governor, whose adopted granddaughter Bernice has gone missing. The Governor offers the prisoner his freedom in exchange for retrieving the runaway. Strapped into a leather suit that will self-destruct within five days, the bandit sets off on a journey to find the young woman—and his own path to redemption.",34.384,5.015,541,/j5HRzcvN1QXZLvwfc3NLxX8XQJY.jpg,en,False
9213,133469,The Dream Team,2012-09-26,A former footballer living in Brittany enlists his old teammates to help the local fisherman to win some games in order to raise money and save jobs.,12.4,5.0,674,/aQ0tNcw1WYUh8WlzbeFsd8By90C.jpg,fr,False
9214,71676,Ghost Rider: Spirit of Vengeance,2011-12-10,"When the devil resurfaces with aims to take over the world in human form, Johnny Blaze reluctantly comes out of hiding to transform into the flame-spewing supernatural hero Ghost Rider -- and rescue a 10-year-old boy from an unsavory end.",34.052,5.007,3677,/fDtIZXLNreDHk3mOskJYABrQNOQ.jpg,en,False
9215,5458,Cruel Intentions 2,2000-11-09,"After his precocious behavior has gotten him bounced out of one more in a string of exclusive private schools, 16-year old Sebastian Valmont has arrived in New York City to live with his father and stepmother. The cunning and handsome Sebastian may have met his match, however in his equally manipulative and beautiful stepsister Kathryn Merteuil.",30.817,5.004,371,/pm0y9yZItfm4EHlGo7oQ0wq1Agk.jpg,en,False
9216,42684,Skyline,2010-11-11,"When strange lights descend on the city of Los Angeles, people are drawn outside like moths to a flame where an extraterrestrial force threatens to swallow the entire human population off the face of the Earth. Now the band of survivors must fight for their lives as the world unravels around them.",34.419,5.001,1568,/8QpvbnNrtzijlwiM0bFVeilc6lc.jpg,en,False
9217,481375,Malevolent,2018-12-13,"A brother-sister team who fake paranormal encounters for cash get more than they bargained for when a job at a haunted estate turns very, very real.",14.767,4.998,456,/lm29Sf2uI69CmbCsUkWFn7sbvL6.jpg,en,False
9218,297160,XX,2017-02-17,This all-female horror anthology features four dark tales from four fiercely talented women.,26.46,4.992,413,/drcIFTEIBnWI4G3OQt6rXOI8hf4.jpg,en,False
9219,802443,Deadly Illusions,2021-03-18,"A bestselling female novelist, suffering from writer's block, hires an innocent young woman to watch over her twin children. As the novelist dangerously indulges in her new best seller, the line between the life she's writing and the one she's living becomes blurred.",21.235,5.0,315,/wj0PpS8cvXCNB3Wvhe6w5k0Nnke.jpg,en,False
9220,35169,Furry Vengeance,2010-04-30,"When real estate developer Dan Sanders finalizes plans to level a swath of pristine Oregon forest to make way for a soulless housing subdivision, a band of woodland creatures rises up to throw a monkey wrench into the greedy scheme. Just how much mischief from the furry critters can the businessman take before he calls it quits?",18.718,4.99,578,/vR8BBTRxU2xu0FvrTTio8CvCwi3.jpg,en,False
9221,12107,Nutty Professor II: The Klumps,2000-07-27,"The hilarity begins when professor Sherman Klump finds romance with fellow DNA specialist, Denise Gaines, and discovers a brilliant formula that reverses aging. But Sherman's thin and obnoxious alter ego, Buddy Love, wants out...and a big piece of the action. And when Buddy gets loose, things get seriously nutty.",27.302,5.0,1261,/7HlhufckAoQb1yIu3FNu339Iuv4.jpg,en,False
9222,65055,Shark Night 3D,2011-09-02,A weekend at a lake house in the Louisiana Gulf turns into a nightmare for seven vacationers as they are subjected to fresh-water shark attacks.,34.423,4.983,510,/cjfRqUXtNc2iJHfP60HTq9nFs0.jpg,en,False
9223,724989,Hard Kill,2020-09-04,"The work of billionaire tech CEO Donovan Chalmers is so valuable that he hires mercenaries to protect it, and a terrorist group kidnaps his daughter just to get it.",26.526,5.0,624,/ugZW8ocsrfgI95pnQ7wrmKDxIe.jpg,en,False
9224,495673,Belleville Cop,2018-10-17,"When a childhood friend from Miami gets killed after he comes to warn of encroaching drug gangs, Baaba moves to Miami and teams up with a local officer to bring down the criminals.",17.686,5.0,353,/6lY1GnJcZeZq3PXsoEwrF3izufJ.jpg,fr,False
9225,14564,Rings,2017-02-01,"Julia becomes worried about her boyfriend Holt when he explores the dark urban legend of a mysterious videotape said to kill the watcher seven days after viewing. She sacrifices herself to save her boyfriend and in doing so makes a horrifying discovery: there is a ""movie within the movie"" that no one has ever seen before.",206.311,4.972,2434,/5FoczK6tDFzC9OyHiMMNIeNspek.jpg,en,False
9226,42435,Natale a New York,2006-12-15,"During the holidays of Christmas, three groups of funny characters depart from Italy to spend the Christmas season in New York City.",7.762,4.97,506,/pyoY3HBLnmelCIiTU2TKlN7f3Kp.jpg,it,False
9227,654974,Home Sweet Home Alone,2021-11-12,"After being left at home by himself for the holidays, 10-year-old Max Mercer must work to defend his home from a married couple who tries to steal back a valuable heirloom.",29.016,5.0,596,/fP3VvqUjEBjawxZHL4sYCq2ZdJD.jpg,en,False
9228,42941,30 Days of Night: Dark Days,2010-10-04,"After surviving the incidents in Barrow, Alaska, Stella Olemaun relocates to Los Angeles, where she intentionally attracts the attention of the local vampire population in order to avenge the death of her husband, Eben.",43.56,5.0,494,/bXHaXVGncI2WKUrNRYDyTyj3ymR.jpg,en,False
9229,44918,Titanic II,2010-08-07,"On the 100th anniversary of the original voyage, a modern luxury liner christened ""Titanic 2,"" follows the path of its namesake. But when a tsunami hurls an ice berg into the new ship's path, the passengers and crew must fight to avoid a similar fate.",39.444,5.0,406,/3m12UeP1DMfhYZyvpLftaJGsyp3.jpg,en,False
9230,8968,Boogeyman,2005-02-04,"Every culture has one – the horrible monster fueling young children's nightmares. But for Tim, the Boogeyman still lives in his memories as a creature that devoured his father 16 years ago. Is the Boogeyman real, or did Tim make it up to explain why his father abandoned his family?",14.613,5.0,731,/5KffN0UcuAKJdUAcOvZ21OrqXc8.jpg,en,False
9231,480572,Bullet Head,2017-12-07,A group of career criminals finds itself trapped in a warehouse with the law – and an Attack Dog named DeNiro closing in.,21.413,4.965,501,/ySmKQPjWnNzuZ5YliQaOVEnWn2.jpg,en,False
9232,42436,Natale in crociera,2007-12-14,,6.752,5.0,402,/n83LsfQCPReYembtNtuGwqUkUOS.jpg,it,False
9233,11246,Hellraiser: Hellseeker,2002-10-15,"When the puzzle box is once again solved, Pinhead and his legion demolish all who dare oppose them. But standing in his way is the only person who has defeated Cenobites of the past.",40.296,5.0,335,/r6aaaXLgwp2nuX5tGtisRM5fsHW.jpg,en,False
9234,429422,Capone,2020-06-26,"The 47-year old Al Capone, after 10 years in prison, starts suffering from dementia and comes to be haunted by his violent past.",15.489,5.0,356,/75gDv38UgRtAukSxNXcjatyQmEa.jpg,en,False
9235,284674,Air,2015-08-14,"In the near future, breathable air is nonexistent. Virtually all of humanity has disappeared, and those chosen to reestablish society reside in a controlled state of suspended animation. Two engineers tasked with guarding the last hope for mankind struggle to preserve their own sanity and lives while administering to the vital task at hand.",14.15,4.957,417,/vs7xGGYZltIZuLTcCgDp73tTJYn.jpg,en,False
9236,277839,"Good Guys Go to Heaven, Bad Guys Go to Pattaya",2016-02-24,"Franky and Krimo dream of leaving the grey grime of their neighborhood behind and of traveling to the famous and diabolical Thai beach resort of Pattaya. To get there cheaply, the two friends have the crazy idea of registering, unbeknownst to him, the local little person for the Thai Dwarf Boxing World Championship. But what was supposed to be a dream vacation will transform into the most insane and dangerous adventure of their lives.",12.77,4.955,477,/cfVBQQ28PRwWELnvvKr7LSPfbTP.jpg,fr,False
9237,299245,The Gallows,2015-07-09,"20 years after a horrific accident during a small town school play, students at the school resurrect the failed show in a misguided attempt to honor the anniversary of the tragedy - but soon discover that some things are better left alone.",16.671,4.953,903,/4oBk2DsYRO0VuloOX52ROmz2QhU.jpg,en,False
9238,269173,The Anomaly,2014-06-19,A former soldier is taken captive and awakens in the back of a van where he learns that he only has less than 10 minutes to figure out how he got there.,15.024,5.0,322,/s56VZf9TsFmRSJ549nCI8RgKTr.jpg,en,False
9239,57876,Area 51,2015-05-15,"Three young conspiracy theorists attempt to uncover the mysteries of Area 51, the government's secret location rumored to have hosted encounters with alien beings. What they find at this hidden facility exposes unimaginable secrets.",21.269,5.0,571,/ochcUJTPQSfU5fDMA21y4xoDzeX.jpg,en,False
9240,157424,Cabin Fever: Patient Zero,2014-02-05,"A group of friends head to a deserted Caribbean island for a surprise overnight bachelor party only to discover that the island isn't deserted. It's actually the home to a secret medical facility. Not only that, there's something wrong with the water surrounding the island...",15.441,4.949,305,/5A4wV8k9Kv2OY3XjI9WDA5qsAkD.jpg,en,False
9241,87436,The ABCs of Death,2013-03-08,"An ambitious anthology film featuring segments directed by over two dozen of the world's leading talents in contemporary genre film. Inspired by children's educational ABC books, the film comprises 26 individual chapters, each helmed by a different director assigned a letter of the alphabet. The directors were then given free reign in choosing a word to create a story involving death.",22.929,4.9,561,/dBSEA6P2bq7apsmORxV0a54puhL.jpg,en,False
9242,17610,Year One,2009-06-18,"When a couple of lazy hunter-gatherers are banished from their primitive village, they set off on an epic journey through the ancient world.",31.916,4.948,1801,/thbOE3y9cXqRIeGYSyPP0nYFGz5.jpg,en,False
9243,14620,The Butterfly Effect 2,2006-08-17,"After his girlfriend, Julie, and two best friends are killed in a tragic auto accident, Nick struggles to cope with his loss and grief. Suffering from migraine-like seizures, Nick soon discovers that he has the power to change the past via his memories. However, his time-traveling attempts to alter the past and save his one true love have unexpected and dire consequences.",54.435,4.946,874,/g87nPhHf2xfENBV6PCbkO88sthd.jpg,en,False
9244,323262,Holidays,2016-04-22,"An anthology feature film that puts a uniquely dark and original spin on some of the most iconic and beloved holidays of all time by challenging our folklore, traditions and assumptions.",17.329,4.944,474,/5FXtPtetZaB0giJEqC6mOLBr15A.jpg,en,False
9245,23706,All About Steve,2009-08-06,"After one short blind date, Mary Horowitz, a brilliant and eccentric crossword constructor, is convinced that Steve, a CCN cameraman, is her soul mate. Because his job takes him hither and yon, she crisscrosses the country following Steve, with the encouragement of a reporter, turning up at media events he's at to convince him they are perfect for each other. Along the way, she befriends an assortment of misfits who accept her for who she is, leading her to reassess her reasons for this strange journey.",26.795,4.9,963,/k7lmf0OeOpQLUoTRLG7e5JZ7H4B.jpg,en,False
9246,3177,Battle Royale II: Requiem,2003-07-05,"It's three years after the events of the original Battle Royale, and Shuya Nanahara is now an internationally-known terrorist determined to bring down the government. His terrorist group, Wild Seven, stages an attack that levels several buildings in Tokyo on Christmas Day, killing 8000 people. In order for the government to study the benefits of ""teamwork"", the new students work in pairs, with their collars electronically linked so that if one of them is killed, the other dies as well. They must kill Nanahara in three days - or die.",34.194,4.93,455,/sKoVS6wVmIY0fCDcJYZZ1y3yOK3.jpg,ja,False
9247,10384,Supernova,2000-01-14,"Set in the 22nd century, when a battered salvage ship sends out a distress signal, the seasoned crew of the rescue hospital ship Nova-17 responds. What they find is a black hole--that threatens to destroy both ships--and a mysterious survivor whose body quickly mutates into a monstrous and deadly form.",36.964,4.9,365,/AmHGUjhgXnOYRYrF2ZYMtzfwxPe.jpg,en,False
9248,10283,Friday the 13th Part VIII: Jason Takes Manhattan,1989-07-28,"Jason ships out aboard a teen-filled ""love boat"" bound for New York, which he soon transforms into the ultimate voyage of the damned.",47.747,4.927,993,/o8zLlANBDaPiW3SnDdKLIUd4jQQ.jpg,en,False
9249,254474,Zombeavers,2014-10-20,College friends find their weekend of sex and debauchery ruined when deadly zombie beavers swarm their riverside cabin.,24.73,4.9,679,/gdb7v5GCfijrCjOjzbziGMGs6JA.jpg,en,False
9250,433249,IO,2019-01-18,"As a young scientist searches for a way to save a dying Earth, she finds a connection with a man who's racing to catch the last shuttle off the planet.",78.674,4.9,1325,/utH781EwjzzXQC6fZUO3cw8L5Ht.jpg,en,False
9251,37265,All Ladies Do It,1992-02-21,"After five years of marriage, Diana discovers the joys of adultery, claiming that she can save her failing relationship through betrayal.",87.216,4.9,361,/wjNq6vVBWmytEcevnSQsrWgysKA.jpg,it,False
